player_name,team,position,position_raw,age,club_name,birth_year,matches_played,starts,total_minutes_tournament,nineties,total_goals_tournament,total_assists_tournament,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards_tournament,red_cards_tournament,goals_per90,assists_per90
Dennis Hadžikadunić,Bosnia–Herz,Defender,DF,27,2.it Sampdoria,1998,1,0,27,0.3,0,1,1,0,0,0,0,0,0.0,3.33
Karim Hafez,Egypt,Defender,DF,30,1.eg Pyramids FC,1996,3,2,172,1.9,0,1,1,0,0,0,0,0,0.0,0.52
Ehsan Hajsafi,IR Iran,Defender,DF,36,1.ir Sepahan,1990,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Achraf Hakimi,Morocco,Defender,DF,27,1.fr PSG,1998,6,6,570,6.3,1,2,3,1,0,0,1,0,0.16,0.32
Redouane Halhal,Morocco,Defender,DF,23,1.be Mechelen,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0
Ali Al Hamadi,Iraq,Forward,FW,24,2.eng Ipswich Town,2002,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Abdullah Al-Hamdan,Saudi Arabia,Forward,FW,26,1.sa Al-Nassr,1999,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Mohamed Amine Ben Hamida,Tunisia,Defender,DF,30,1.tn Espérance Tunis,1995,3,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0
Odiljon Hamrobekov,Uzbekistan,Midfielder,MF,30,1.ir Tractor,1996,2,1,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0
Lee Han-beom,Korea Republic,Defender,DF,23,1.dk Midtjylland,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Grant Hanley,Scotland,Defender,DF,34,1.sct Hibernian,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Sontje Hansen,Curaçao,Forward,FW,24,2.eng Middlesbrough,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Mohamed Hany,Egypt,Defender,DF,30,1.eg Al Ahly,1996,5,5,480,5.3,0,1,1,0,0,0,0,0,0.0,0.19
Moteb Al-Harbi,Saudi Arabia,Defender,DF,26,1.sa Al-Hilal,2000,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Saleh Hardani,IR Iran,Defender,DF,27,1.ir Esteghlal,1998,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Carlos Harvey,Panama,Midfielder,MF,26,1.us Minnesota Utd,2000,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Akam Hashim,Iraq,Defender,DF,27,1.iq Al-Zawra'a SC,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Haissem Hassan,Egypt,Midfielder,MF,24,1.es Oviedo,2002,2,1,126,1.4,0,1,1,0,0,0,2,0,0.0,0.71
Jalal Hassan,Iraq,Goalkeeper,GK,35,1.iq Al-Zawra'a SC,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Abdulaziz Hatem,Qatar,Midfielder,MF,36,1.qa Al Rayyan SC,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Jorrel Hato,Netherlands,Defender,DF,20,1.eng Chelsea,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Kai Havertz,Germany,Forward,FW,27,1.eng Arsenal,1999,4,4,353,3.9,3,0,3,2,1,1,1,0,0.76,0.0
Hassan Al-Haydos,Qatar,Midfielder,MF,35,1.qa Al Sadd,1990,2,1,57,0.6,1,0,1,1,0,0,0,0,1.58,0.0
Jan Paul van Hecke,Netherlands,Defender,DF,26,1.eng Brighton,2000,4,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0
Hwang Hee-chan,Korea Republic,Forward,FW,30,1.eng Wolves,1996,3,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Torbjørn Heggem,Norway,Defender,DF,27,1.it Bologna,1999,5,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0
Alaa Al Hejji,Saudi Arabia,Midfielder,MF,30,1.sa Neom,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Dean Henderson,England,Goalkeeper,GK,29,1.eng Crystal Palace,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Jordan Henderson,England,Midfielder,MF,35,1.eng Brentford,1990,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0
Jack Hendry,Scotland,Defender,DF,31,1.sa Al-Ettifaq,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Luiz Henrique,Brazil,Forward,FWMF,25,1.ru Zenit,2001,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Theo Hernández,France,Defender,DF,28,1.sa Al-Hilal,1997,5,3,257,2.9,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Herrington,Australia,Defender,DF,18,1.us Colorado Rapids,2007,2,2,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0
Son Heung-min,Korea Republic,Forward,FW,33,1.us LAFC,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Hickey,Scotland,Defender,DF,24,1.eng Brentford,2002,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0
Isak Hien,Sweden,Defender,DF,27,1.it Atalanta,1999,3,3,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0
Piero Hincapié,Ecuador,Defender,DF,24,1.eng Arsenal,2002,4,4,339,3.8,0,0,0,0,0,0,1,1,0.0,0.0
Adam Hložek,Czechia,Forward,FW,23,1.de Hoffenheim,2002,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Tomáš Holeš,Czechia,Defender,DF,33,1.cz Slavia Prague,1993,2,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Amirhossein Hosseinzadeh,IR Iran,Forward,FW,25,1.ir Tractor,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Robin Hranáč,Czechia,Defender,DF,26,1.de Hoffenheim,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Ajdin Hrustic,Australia,Midfielder,MF,29,1.nl Heracles Almelo,1996,2,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0
César Huerta,Mexico,Forward,FWMF,25,1.be Anderlecht,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Al-Hashmi Al-Hussain,Qatar,Midfielder,MF,22,1.qa Al-Arabi,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Ayman Hussein,Iraq,Forward,FW,30,1.iq Al-Karma,1996,2,2,115,1.3,1,0,1,1,0,0,0,0,0.78,0.0
Oh Hyeon-gyu,Korea Republic,Forward,FW,25,1.tr Beşiktaş,2001,3,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0
Yang Hyun-jun,Korea Republic,Forward,FWMF,24,1.sct Celtic,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Roger Ibanez,Brazil,Defender,DF,27,1.sa Al-Ahli,1998,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0
Yasser Ibrahim,Egypt,Defender,DF,33,1.eg Al Ahly,1993,5,4,467,5.2,1,0,1,1,0,0,2,0,0.19,0.0
Borja Iglesias,Spain,Forward,FW,33,1.es Celta Vigo,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Hwang In-beom,Korea Republic,Midfielder,MF,29,1.nl Feyenoord,1996,3,3,263,2.9,1,1,2,1,0,0,0,0,0.34,0.34
Christ Inao Oulaï,Côte d'Ivoire,Midfielder,MF,20,1.tr Trabzonspor,2006,4,2,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0
Zidane Iqbal,Iraq,Midfielder,MF,23,1.nl Utrecht,2003,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Nestory Irankunda,Australia,Forward,FWMF,20,2.eng Watford,2006,4,3,261,2.9,1,0,1,1,0,0,0,0,0.34,0.0
Jackson Irvine,Australia,Midfielder,MF,33,1.de St Pauli,1993,4,2,223,2.5,0,0,0,0,0,0,1,0,0.0,0.0
Alexander Isak,Sweden,Forward,FW,26,1.eng Liverpool,1999,4,4,357,4.0,1,3,4,1,0,0,0,0,0.25,0.76
Wilson Isidor,Haiti,Forward,FW,25,1.eng Sunderland,2000,3,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0.0
Jamshid Iskanderov,Uzbekistan,Forward,FWMF,32,1.uz Neftchi FK,1993,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Zaid Ismail,Iraq,Midfielder,MF,24,1.iq Al-Talaba,2002,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Ko Itakura,Japan,Defender,DF,29,1.nl Ajax,1997,2,2,128,1.4,0,1,1,0,0,0,0,0,0.0,0.7
Jacob Italiano,Australia,Defender,DF,24,1.at Grazer AK,2001,2,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0
Hiroki Ito,Japan,Defender,DF,27,1.de Bayern Munich,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Junya Itō,Japan,Midfielder,MF,33,1.be Genk,1993,4,2,216,2.4,1,0,1,1,0,0,0,0,0.42,0.0
Cedric Itten,Switzerland,Forward,FWMF,29,2.de Düsseldorf,1996,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Nicolas Jackson,Senegal,Forward,FW,24,1.de Bayern Munich,2001,4,2,234,2.6,0,1,1,0,0,0,0,0,0.0,0.38
Lee Jae-sung,Korea Republic,Forward,FW,33,1.de Mainz 05,1992,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Alireza Jahanbakhsh,IR Iran,Forward,FWMF,32,1.be Dender,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Ismail Jakobs,Senegal,Defender,DF,26,1.tr Galatasaray,1999,3,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Reece James,England,Defender,DF,26,1.eng Chelsea,1999,5,3,319,3.5,0,0,0,0,0,0,0,0,0.0,0.0
Amer Jamous,Jordan,Midfielder,MF,23,1.iq Al-Zawra'a SC,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Luca Jaquez,Switzerland,Defender,DF,23,1.de Stuttgart,2003,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Ardon Jashari,Switzerland,Midfielder,MF,23,1.it Milan,2002,3,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Ali Jasim,Iraq,Midfielder,MF,22,1.sa Al-Najma,2004,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Danley Jean-Jacques,Haiti,Midfielder,MF,26,1.us Philadelphia,2000,3,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0
Eom Ji-sung,Korea Republic,Midfielder,MF,24,2.eng Swansea City,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Raúl Jiménez,Mexico,Forward,FW,35,1.eng Fulham,1991,4,4,317,3.5,3,0,3,2,1,1,0,0,0.85,0.0
Kim Jin-gyu,Korea Republic,Midfielder,MF,29,1.kr Jeonbuk,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Park Jinseob,Korea Republic,Defender,DFMF,30,1.cn Zhejiang,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Ruslanbek Jiyanov,Uzbekistan,Forward,FW,25,1.uz Navbahor,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Alistair Johnston,Canada,Defender,DF,27,1.sct Celtic,1998,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0
Frenkie de Jong,Netherlands,Midfielder,MF,29,1.es Barcelona,1997,4,4,328,3.6,0,0,0,0,0,0,0,0,0.0,0.0
Lenny Joseph,Haiti,Forward,FW,25,1.hu Ferencváros,2000,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Edmilson Junior,Qatar,Midfielder,MFFW,31,1.qa Al Duhail SC,1994,3,3,210,2.3,0,1,1,0,0,0,0,0,0.0,0.43
Vinicius Júnior,Brazil,Forward,FW,25,1.es Real Madrid,2000,5,5,440,4.9,4,1,5,4,0,0,0,0,0.82,0.2
Elijah Just,New Zealand,Midfielder,MF,26,1.sct Motherwell,2000,3,3,264,2.9,3,0,3,3,0,0,1,0,1.02,0.0
Musab Al Juwayr,Saudi Arabia,Midfielder,MFFW,22,1.sa Al-Qadsiah,2003,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Ayoub El Kaabi,Morocco,Forward,FW,32,1.gr Olympiacos,1993,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Ozan Kabak,Türkiye,Defender,DF,26,1.de Hoffenheim,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Ferdi Kadioglu,Türkiye,Defender,DF,26,1.eng Brighton,1999,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Kaku,Paraguay,Midfielder,MF,31,1.ae Al Ain,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Saša Kalajdžić,Austria,Forward,FW,28,1.at LASK,1997,3,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0
Gédéon Kalulu,Congo DR,Defender,DF,28,1.cy Aris Limassol,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Daichi Kamada,Japan,Midfielder,MF,29,1.eng Crystal Palace,1996,4,4,329,3.7,2,0,2,2,0,0,1,0,0.55,0.0
Hossein Kanaanizadegan,IR Iran,Defender,DF,32,1.ir Persepolis,1994,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0
Harry Kane,England,Forward,FW,32,1.de Bayern Munich,1993,7,7,652,7.2,6,1,7,4,2,2,0,0,0.83,0.14
Lee Kang-in,Korea Republic,Forward,FW,25,1.fr PSG,2001,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33
Mohamed Kanno,Saudi Arabia,Midfielder,MF,31,1.sa Al-Hilal,1994,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0
Steve Kapuadi,Congo DR,Defender,DF,28,1.pl Widzew Łódź,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Bekhruz Karimov,Uzbekistan,Defender,DF,18,1.uz FC Surkhon,2007,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Jesper Karlström,Sweden,Midfielder,MF,30,1.it Udinese,1995,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Gervane Kastaneer,Curaçao,Forward,FWMF,30,1.my Terengganu City,1996,3,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0
Nikola Katić,Bosnia–Herz,Defender,DF,29,2.de Schalke 04,1996,4,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0
Edo Kayembe,Congo DR,Midfielder,MF,28,2.eng Watford,1998,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Joris Kayembe,Congo DR,Defender,DFFW,31,1.be Genk,1994,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Franck Kessié,Côte d'Ivoire,Midfielder,MF,29,1.sa Al-Ahli,1996,4,4,346,3.8,1,0,1,1,0,0,1,0,0.26,0.0
Abdullah Al-Khaibari,Saudi Arabia,Midfielder,MF,29,1.sa Al-Nassr,1996,3,3,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Shoja' Khalilzadeh,IR Iran,Defender,DF,37,1.ir Tractor,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Dostonbek Khamdamov,Uzbekistan,Midfielder,MF,29,1.uz Pakhtakor Tashkent FK,1996,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Bilal El Khannouss,Morocco,Midfielder,MFFW,22,1.de Stuttgart,2004,6,6,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0
Rani Khedira,Tunisia,Midfielder,MF,32,1.de Union Berlin,1994,3,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0
Boualem Khoukhi,Qatar,Defender,DF,35,1.qa Al Sadd,1990,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0
Abdukodir Khusanov,Uzbekistan,Defender,DF,22,1.eng Manchester City,2004,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0
Joshua Kimmich,Germany,Defender,DF,31,1.de Bayern Munich,1995,4,4,351,3.9,0,2,2,0,0,0,0,0,0.0,0.51
Justin Kluivert,Netherlands,Forward,FWMF,27,1.eng Bournemouth,1999,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Gregor Kobel,Switzerland,Goalkeeper,GK,28,1.de Dortmund,1997,6,6,600,6.7,0,0,0,0,0,0,0,0,0.0,0.0
Orkun Kökçü,Türkiye,Midfielder,MF,25,1.tr Beşiktaş,2000,3,2,153,1.7,0,1,1,0,0,0,0,0,0.0,0.59
Sead Kolašinac,Bosnia–Herz,Defender,DF,32,1.it Atalanta,1993,4,4,337,3.7,0,1,1,0,0,0,0,0,0.0,0.27
Ghislain Konan,Côte d'Ivoire,Defender,DF,30,1.pt Gil Vicente FC,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahima Konaté,France,Defender,DF,27,1.eng Liverpool,1999,2,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Ismaël Koné,Canada,Midfielder,MF,23,1.it Sassuolo,2002,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0
Manu Koné,France,Midfielder,MF,25,1.it Roma,2001,5,4,385,4.3,0,0,0,0,0,0,1,0,0.0,0.0
Ezri Konsa,England,Defender,DF,28,1.eng Aston Villa,1997,8,7,647,7.2,1,0,1,1,0,0,0,0,0.14,0.0
Teun Koopmeiners,Netherlands,Defender,DFMF,28,1.it Juventus,1998,4,0,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Odilon Kossounou,Côte d'Ivoire,Defender,DF,25,1.it Atalanta,2001,4,3,272,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Kalidou Koulibaly,Senegal,Defender,DF,34,1.sa Al-Hilal,1991,2,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Jules Koundé,France,Defender,DF,27,1.es Barcelona,1998,8,7,599,6.7,0,0,0,0,0,0,0,0,0.0,0.0
Mateo Kovačić,Croatia,Midfielder,MF,32,1.eng Manchester City,1994,4,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33
Matej Kovar,Czechia,Goalkeeper,GK,26,1.nl PSV,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Andrej Kramarić,Croatia,Forward,FWMF,34,1.de Hoffenheim,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Ladislav Krejčí,Czechia,Defender,DF,27,1.eng Wolves,1999,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0
Takefusa Kubo,Japan,Midfielder,MF,25,1.es Real Sociedad,2001,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,1.22
Brandley Kuwas,Curaçao,Forward,FWMF,33,1.nl Volendam,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Prince Kwabena Adu,Ghana,Forward,FW,22,1.cz Viktoria Plzeň,2003,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Maxence Lacroix,France,Defender,DF,26,1.eng Crystal Palace,2000,3,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0
Gustaf Lagerbielke,Sweden,Defender,DF,26,1.pt Braga,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Konrad Laimer,Austria,Midfielder,MFDF,29,1.de Bayern Munich,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25
Ali Lajami,Saudi Arabia,Defender,DF,30,1.sa Al-Hilal,1996,3,1,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0
Senne Lammens,Belgium,Goalkeeper,GK,23,1.eng Manchester Utd,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Noa Lang,Netherlands,Forward,FWMF,26,1.tr Galatasaray,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Sondre Langås,Norway,Defender,DF,25,2.eng Derby County,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Aymeric Laporte,Spain,Defender,DF,32,1.es Athletic Club,1994,8,8,727,8.1,0,1,1,0,0,0,1,0,0.0,0.12
Cyle Larin,Canada,Forward,FW,31,1.es Mallorca,1995,4,2,190,2.1,2,0,2,2,0,0,2,0,0.95,0.0
Richie Laryea,Canada,Defender,DF,31,1.us Toronto FC,1995,5,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0
Mohanad Lasheen,Egypt,Midfielder,MF,30,,1996,4,4,359,4.0,0,0,0,0,0,0,2,0,0.0,0.0
Issa Laye,Qatar,Midfielder,MFDF,28,1.qa Al-Arabi,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Rafael Leão,Portugal,Midfielder,MF,27,1.it Milan,1999,5,1,158,1.8,1,1,2,1,0,0,0,0,0.57,0.57
Mathew Leckie,Australia,Midfielder,MF,35,1.au Melb City,1991,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Jefferson Lerma,Colombia,Midfielder,MF,31,1.eng Crystal Palace,1994,5,5,410,4.6,0,0,0,0,0,0,1,0,0.0,0.0
Jamie Leweling,Germany,Forward,FWMF,25,1.de Stuttgart,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Philipp Lienhart,Austria,Defender,DF,29,1.de Freiburg,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Victor Lindelöf,Sweden,Defender,DFMF,31,1.eng Aston Villa,1994,4,4,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Erik Lira,Mexico,Midfielder,MF,26,1.mx Cruz Azul,2000,4,4,345,3.8,0,1,1,0,0,0,0,0,0.0,0.26
Dominik Livaković,Croatia,Goalkeeper,GK,31,1.hr Dinamo Zagreb,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Dailon Livramento,Cabo Verde,Forward,FW,25,1.pt Casa Pia,2001,3,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Marcos Llorente,Spain,Defender,DF,31,1.es Atlético Madrid,1995,3,2,187,2.1,0,1,1,0,0,0,0,0,0.0,0.48
Giovani Lo Celso,Argentina,Midfielder,MF,30,1.es Real Betis,1996,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0.0
Jürgen Locadia,Curaçao,Forward,FW,32,2.us Miami FC,1993,3,3,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Azarías Londoño,Panama,Midfielder,MF,24,1.ec Univ Católica,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Sidny Lopes Cabral,Cabo Verde,Defender,DF,23,1.pt Benfica,2002,3,3,285,3.2,1,0,1,1,0,0,2,0,0.32,0.0
Flaco López,Argentina,Forward,FW,25,1.br Palmeiras,2000,2,0,20,0.2,0,1,1,0,0,0,1,0,0.0,4.5
Derrick Luckassen,Ghana,Defender,DF,30,1.cy Pafos FC,1995,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0
Jhon Lucumí,Colombia,Defender,DF,27,1.it Bologna,1998,5,5,478,5.3,0,0,0,0,0,0,1,0,0.0,0.0
José Luis Rodríguez,Panama,Midfielder,MFFW,27,1.mx FC Juárez,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Romelu Lukaku,Belgium,Forward,FW,33,1.it Napoli,1993,6,1,233,2.6,3,1,4,3,0,0,1,0,1.16,0.39
Dodi Lukebakio,Belgium,Midfielder,MF,28,1.pt Benfica,1997,3,1,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Jovo Lukić,Bosnia–Herz,Forward,FW,27,1.ro Univ. Cluj,1998,2,1,67,0.7,1,0,1,1,0,0,1,0,1.34,0.0
Awer Mabil,Australia,Forward,FWMF,30,2.es Castellón,1995,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Alexis Mac Allister,Argentina,Midfielder,MF,27,1.eng Liverpool,1998,8,7,750,8.3,1,1,2,1,0,0,1,0,0.12,0.12
Deiver Machado,Colombia,Defender,DF,32,1.fr Nantes,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Shuto Machino,Japan,Forward,FW,26,1.de Gladbach,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Assim Madibo,Qatar,Midfielder,MF,29,1.qa Al-Wakrah,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0
Noni Madueke,England,Midfielder,MF,24,1.eng Arsenal,2002,5,4,286,3.2,0,0,0,0,0,0,0,0,0.0,0.0
Daizen Maeda,Japan,Midfielder,MF,28,1.sct Celtic,1997,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0
Gabriel Magalhães,Brazil,Defender,DF,28,1.eng Arsenal,1997,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.2
Ermin Mahmić,Bosnia–Herz,Midfielder,MF,21,1.cz Slovan Liberec,2005,3,0,68,0.8,2,0,2,2,0,0,1,0,2.65,0.0
Hadj Mahmoud,Tunisia,Midfielder,MF,26,1.ch Lugano,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Riyad Mahrez,Algeria,Midfielder,MF,35,1.sa Al-Ahli,1991,4,3,262,2.9,2,1,3,2,0,0,0,0,0.69,0.34
Alexandro Maidana,Paraguay,Defender,DF,20,1.ar Talleres–C,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Mike Maignan,France,Goalkeeper,GK,30,1.it Milan,1995,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0
Evidence Makgopa,South Africa,Forward,FW,26,1.za Orlando Pirates,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Ahmed Maknzi,Iraq,Defender,DF,24,1.iq Al-Karma,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Donyell Malen,Netherlands,Forward,FW,27,1.it Roma,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Arjan Malic,Bosnia–Herz,Defender,DF,20,1.at Sturm Graz,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Mohamed Manai,Qatar,Defender,DF,23,1.qa Al-Shamal Sports Club,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Aïssa Mandi,Algeria,Defender,DF,34,1.fr Lille,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Sadio Mané,Senegal,Midfielder,MFFW,34,1.sa Al-Nassr,1992,4,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.25
Juan Manuel Sanabria,Uruguay,Defender,DF,26,1.mx Atlético San Luis,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0
Johan Manzambi,Switzerland,Midfielder,MFFW,20,1.de Freiburg,2005,4,2,199,2.2,3,2,5,3,0,0,0,0,1.36,0.9
Mahmoud Al-Mardi,Jordan,Midfielder,MF,32,1.jo Al-Hussein SC,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Jearl Margaritha,Curaçao,Forward,FWMF,26,2.be Beveren,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0
